724,724,1
724,725,0.1258
724,726,0.0509
724,727,0.15427
724,728,0.19491
724,729,0.17186
724,730,0.13983
724,731,0.14406
724,732,0.14374
724,733,0.1092
724,734,0.16495
724,735,0.068143
724,736,0.14269
724,737,0.095067
724,738,0.14149
724,739,0.12881
724,740,0.10235
724,741,0.20554
724,742,0.16568
724,743,0.10156
724,744,0.090265
724,745,0.133
724,746,0.143
724,747,0.12153
724,748,0.082491
724,749,0.14445
724,750,0.10249
724,751,0.087865
724,752,0.050317
724,754,0.05145
724,755,0.058926
724,756,0.049173
724,757,0.080713
724,758,0.033231
725,724,0.1258
725,725,1
725,726,0.23984
725,727,0.60444
725,728,0.49762
725,729,0.27069
725,730,0.19757
725,731,0.17582
725,732,0.20646
725,733,0.1406
725,734,0.42803
725,735,0.23604
725,736,0.22013
725,737,0.16683
725,738,0.70497
725,739,0.12064
725,740,0.081756
725,741,0.18997
725,742,0.18009
725,743,0.099194
725,744,0.14969
725,745,0.18639
725,746,0.63043
725,747,0.356
725,748,0.10333
725,749,0.51372
725,750,0.12227
725,751,0.16922
725,752,0.059893
725,754,0.051577
725,755,0.072118
725,756,0.05961
725,757,0.074208
725,758,0.038614
726,724,0.0509
726,725,0.23984
726,726,1
726,727,0.19535
726,728,0.15904
726,729,0.089665
726,730,0.080091
726,731,0.083402
726,732,0.08124
726,733,0.05579
726,734,0.2008
726,735,0.19747
726,736,0.071202
726,737,0.054341
726,738,0.19799
726,739,0.039633
726,740,0.036793
726,741,0.068983
726,742,0.045794
726,743,0.038847
726,744,0.046954
726,745,0.05486
726,746,0.17209
726,747,0.10298
726,748,0.040656
726,749,0.13274
726,750,0.042101
726,751,0.057644
726,752,0.020242
726,754,0.019037
726,755,0.045367
726,756,0.019385
726,757,0.033551
726,758,0.022283
727,724,0.15427
727,725,0.60444
727,726,0.19535
727,727,1
727,728,0.55289
727,729,0.25077
727,730,0.23246
727,731,0.23425
727,732,0.2557
727,733,0.19191
727,734,0.47286
727,735,0.21043
727,736,0.28619
727,737,0.26945
727,738,0.70985
727,739,0.15062
727,740,0.099061
727,741,0.23562
727,742,0.16131
727,743,0.13456
727,744,0.17805
727,745,0.25475
727,746,0.69001
727,747,0.35641
727,748,0.12157
727,749,0.52846
727,750,0.15233
727,751,0.19705
727,752,0.063172
727,754,0.057861
727,755,0.085612
727,756,0.061026
727,757,0.1008
727,758,0.047249
